"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",25.8
"Business",20.8
"Criminals",24.8
"Defense",0
"Dissident",20.9
"Education",0
"Far Left",0
"Far Right",0
"General Population",38.8
"Government",65.8
"Human Rights IGOs",0
"Human Rights NGOs",25.8
"Ideological",0
"Insurgents",21.8
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",36.8
"Marines",0
"Media",14.8
"Medical",0
"Military",0
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",12.4
"Police",1.8
"Protestors",0
"Provincial",0
"Rebel",0
"Social",132.3
"South American Indigenous",0
"Unidentified Forces",35.8
