"TSectors","Intensity"
"Agricultural",0
"Business",73.3
"Catholic",0
"Criminals",0
"Dissident",1293.3
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",0
"Government",221
"Human Rights NGOs",10
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",3
"Medical",31
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",1154.7
"Protestors",0
"Provincial",0
"Rebel",1
"Refugees",0
"Social",1850.4
"Television Entertainment",0
"Unidentified Forces",7.5
"Upper House",0
