"TSectors","Intensity"
"(National) Major Party",74.2
"Agricultural",0
"Business",262.2
"Criminals",0
"Dissident",647.9
"Education",96.3
"General Population",2499.5
"Government",542.6
"Government Major Party (In Government)",0
"Human Rights IGOs",105
"Human Rights NGOs",0
"Ideological",36.6
"Insurgents",29.2
"International Religious",53.2
"Kashmiri",0
"Labor",0
"Legislative",179.1
"Media",55.6
"Medical",111.4
"Military",139.2
"Muslim",0
"National Religious",17.2
"Nongovernmental Organization (International)",47.6
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",188.1
"Parties",60.8
"Police",278.3
"Protestors",90.8
"Radicals",19.8
"Rebel",35.6
"Separatists",26.6
"Sikh",0
"Social",3639.3
"Unidentified Forces",70.6
