"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",23.6
"Communist",0
"Criminals",60.6
"Dissident",0
"Education",0
"Environment Ministry",0
"General Population",211.4
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",4.6
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",15.6
"Police",21
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",0
"Transportation Business",0
"Unidentified Forces",0
"Women",0
