"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",102
"Dissident",13
"Education",0
"Executive Office",1
"General Population",134.8
"Government",87
"Government Major Party (In Government)",12.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",3
"Kurd (Ethnic Group)",403.6
"Labor",0
"Legal",11
"Local",0
"Media",8.5
"Military",140.6
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",2.6
"Police",111
"Protestors",12.5
"Radicals",0
"Rebel",5
"Refugees",0
"Separatists",0
"Social",143
"Unidentified Forces",5
