"TSectors","Intensity"
"(National) Major Party",12
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",16.4
"Education",0
"Elections Ministry",0
"General Population",66
"Government",36.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",15
"International Religious",0
"Legal",0
"Legislative",50.2
"Media",0
"Military",8
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",10
"Nongovernmental Organizations",0
"Oromo",0
"Parties",24.3
"Police",8
"Protestors",63
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",0
"State Media",0
"Unidentified Forces",0
