"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",41.5
"Criminals",62
"Dissident",40
"Education",0
"Elite",0
"Exiles",0
"General Population",0
"Government",69.4
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",29
"International Religious",0
"Judicial",25
"Labor",41.4
"Legislative",29.2
"Media",34
"Medical",0
"Military",13.6
"Municipal",6
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",44
"Nongovernmental Organizations",26
"Opposition Major Party (Out Of Government)",0
"Parties",54.9
"Police",42.6
"Protestors",197.4
"Radicals",34
"Rebel",14
"Social",773.2
"Unidentified Forces",40
