"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",6
"Dissident",4.8
"General Population",19
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",5.4
"Military",1
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",4.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",50.6
"State-Owned Transportation",0
"Unidentified Forces",0
