"TSectors","Intensity"
"(National) Major Party",59
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",0
"Dissident",213.3
"Education",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",85.7
"Labor",0
"Local",0
"Media",0
"Military",270.1
"National Ethnic",78
"National Ethnic Minority",0
"Nongovernmental Organization (International)",17
"Nongovernmental Organizations",0
"Police",97.6
"Print News",0
"Protestors",0
"Provincial",53.6
"Rebel",0
"Refugees",0
"Social",502.7
"Unidentified Forces",148.2
"Women",0
