"TSectors","Intensity"
"Business",0
"Cabinet",0
"Centrist",0
"Criminals",6.5
"Dissident",0
"Education",0
"Elections Ministry",0
"Elite",0
"Executive",0
"Exiles",0
"Finance",0
"General Population",0
"Government",3
"Government Major Party (In Government)",0
"Ideological",9
"Information",0
"International Religious",0
"Judicial",10
"Labor",0
"Media",0
"Medical",0
"Military",27
"Municipal",0
"Muslim",7.5
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"News",0
"Nongovernmental Organizations",0
"Protestant",0
"Protestors",0
"Rebel",13
"Social",112
"Unidentified Forces",15.9
"Women",0
