"TSectors","Intensity"
"(National) Minor Party",5.2
"Agricultural",0
"Business",0
"Centrist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",8
"Executive Office",0
"Exiles",0
"General Population",110.4
"Government",11.5
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",0
"Local",0
"Media",0
"Military",2.5
"Muslim",0
"National Religious",0
"Police",20.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",24.8
"Separatists",22.4
"Social",31.4
"Tuareg",0
"Unidentified Forces",24.4
