"TSectors","Intensity"
"Business",0
"Cabinet",15
"Centrist",0
"Criminals",0
"Dissident",23
"Education",0
"Elections Ministry",0
"Elite",0
"Executive",0.2
"Exiles",0
"Finance",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Ideological",0
"Information",0
"International Religious",0
"Judicial",0
"Labor",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"News",0
"Nongovernmental Organizations",0
"Protestant",0
"Protestors",0
"Rebel",3
"Social",44.2
"Unidentified Forces",5
"Women",0
