"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",506.4
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",105.6
"Government",112.1
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",27.2
"Local",0
"Media",0
"Medical",0
"Military",47
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",261
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",117.1
"Television Entertainment",0
"Unidentified Forces",21
"Upper House",0
