"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",14.8
"Buddhist",0
"Business",0
"Criminals",43.2
"Dissident",10.2
"Education",15.2
"Elite",15.2
"Exiles",0
"General Population",128.9
"Government",75.9
"Government Major Party (In Government)",16.2
"Human Rights IGOs",0
"Human Rights NGOs",43.2
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",13.2
"Legislative",11.2
"Media",10.2
"Medical",0
"Military",22.2
"Municipal",0
"Muslim",23.2
"National Religious",18.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",51.2
"Parties",0
"Police",18.2
"Protestors",50.2
"Radicals",0
"Rebel",0
"Social",191.6
"Unidentified Forces",18.2
