"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",17.8
"Center Right",0
"Communist",0
"Criminals",5.4
"Dissident",17.8
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",98.8
"Government",4.3
"Human Rights IGOs",0
"Ideological",5.8
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",17.8
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",85.9
"Protestors",36.8
"Provincial",0
"Rebel",0
"Social",7.8
"Transportation Business",0
"Unidentified Forces",0
