"TSectors","Intensity"
"(National) Major Party",31
"Agricultural",0
"Business",0
"Criminals",0
"Dissident",693
"Education",3
"General Population",1345
"Government",746.6
"Government Major Party (In Government)",54.6
"Human Rights IGOs",68.2
"Human Rights NGOs",12
"Ideological",23
"Insurgents",13
"International Religious",20.5
"Kashmiri",0
"Labor",0
"Legislative",31.8
"Media",0
"Medical",41.2
"Military",119.7
"Muslim",13
"National Religious",12
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",30.5
"Opposition Major Party (Out Of Government)",108.6
"Parties",8.6
"Police",370.9
"Protestors",7
"Radicals",23
"Rebel",18
"Separatists",39
"Sikh",3
"Social",1742.6
"Unidentified Forces",51.6
