"TSectors","Intensity"
"Agricultural",18.4
"Buddhist",8.4
"Business",44.9
"Criminals",83.4
"Dissident",32.4
"Education",13.4
"Exiles",0
"Finance",0
"General Population",607.4
"Government",53.8
"Human Rights IGOs",14.8
"Human Rights NGOs",0
"Ideological",4.4
"International Ethnic",0
"International Religious",0
"Local",0
"Media",0
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",31.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",8.4
"Police",155.1
"Protestors",36.4
"Provincial",0
"Radicals",8.4
"Rebel",0
"Separatists",16.4
"Social",0
"State Media",0
"Unidentified Forces",0
"Uyghur",0
