"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",47
"Catholic",0
"Communist",0
"Criminals",68.2
"Dissident",0
"Education",19
"Elite",11.6
"Ethnic NGOs",0
"General Population",357.7
"Government",10.2
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",7.6
"Media",0
"Medical",7
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",29
"Protestors",47
"Radicals",0
"Rebel",0
"Social",5.8
"South American Indigenous",0
"Unidentified Forces",0
