"TSectors","Intensity"
"Agricultural",0
"Business",0.8
"Christian",0
"Criminals",13
"Dissident",94.4
"Education",34.4
"Elections Ministry",0
"Exiles",0
"General Population",200.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",8
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",7
"Legal",3
"Marines",0
"Media",0
"Military",2
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",77.4
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",63
"Social",106.1
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",0
