"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",50.5
"Beja",0
"Business",0
"Criminals",0
"Dissident",49.9
"Education",0
"General Population",174.1
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",0
"Labor",45.9
"Local",34.4
"Media",46.7
"Military",138.3
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",129.5
"Print News",0
"Protestors",0
"Provincial",53.4
"Rebel",60.4
"Refugees",0
"Social",138.1
"Unidentified Forces",45.3
"Women",0
