"TSectors","Intensity"
"Agriculture",0
"Business",49.8
"Catholic",0
"Criminals",116.7
"Dissident",124.1
"Education",58.9
"Exiles",0
"Food Ministry",0
"General Population",187
"Government",524.2
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",34.2
"Labor Ministry",0
"Media",42.5
"Medical",38.1
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",36.1
"Police",0
"Protestors",0
"Provincial Party",39.1
"Radicals",0
"Rebel",0
"Refugees",0
"Social",875.6
"Unidentified Forces",42.1
