"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",6.4
"Business",15.4
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"General Population",11.4
"Government",35.4
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",10.4
"National",0
"National Religious",0
"Navy",14.4
"Nongovernmental Organizations",6.4
"Police",0
"Protestors",0
"Rebel",0
"Social",0
"Unidentified Forces",0
"Upper House",0
