"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",41.8
"Criminals",0
"Dissident",29.9
"Education",0
"Elite",25.7
"Exiles",0
"General Population",198.7
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",36.3
"Human Rights NGOs",0
"Insurgents",0
"International Religious",38.3
"Judicial",0
"Labor",61.3
"Legislative",41.3
"Media",27.3
"Medical",0
"Military",36.9
"Municipal",0
"Muslim",0
"National Religious",36.3
"Nongovernmental Organization (International)",82.3
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",12.8
"Police",249.8
"Protestors",0
"Radicals",0
"Rebel",43.3
"Social",110.6
"Unidentified Forces",41.3
