"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",40
"Education",0
"Elections Ministry",0
"General Population",2
"Government",35.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",2
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",10
"Military",24.5
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",72.5
"Police",0
"Protestors",10
"Radicals",0
"Rebel",2
"Refugees",0
"Separatists",20
"Social",30.2
"State Media",0
"Unidentified Forces",0
