"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",5.4
"Centrist",3
"Criminals",0
"Dissident",25.8
"General Population",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",1
"Police",1
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",15.5
"Social",50.4
"State-Owned Transportation",0
"Unidentified Forces",0
