"TSectors","Intensity"
"(National) Major Party",0
"Army",20
"Business",2.2
"Criminals",24
"Dissident",32
"Education",0
"Executive",0
"Fundamentalist",510.2
"General Population",572
"Government",1309.8
"Ideological",325.2
"Insurgents",0
"Intelligence Ministry",0
"International Religious",0
"Judicial",4.3
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",11
"Medical",9
"Military",0
"Municipal",0
"National Religious",5
"Nongovernmental Organizations",18
"Parties",1.3
"Police",328
"Protestors",9.5
"Provincial",0
"Radicals",0
"Rebel",261.4
"Social",511.2
"Sunni",222.3
"Unidentified Forces",217
