"TSectors","Intensity"
"(National) Major Party",7
"Banned Parties",0
"Christian",0
"Criminals",7
"Dissident",35
"Education",0
"Elections Ministry",0
"General Population",0
"Government",4.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",26
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",3.6
"Nongovernmental Organizations",0
"Oromo",0
"Parties",4.2
"Police",0
"Protestors",15
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",58.6
"State Media",0
"Unidentified Forces",0
