"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",60.9
"Communist",0
"Criminals",0
"Dissident",34.9
"Education",0
"Environment Ministry",0
"General Population",42.5
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",30.4
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",61.9
"Protestors",36.9
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",124.4
"Transportation Business",0
"Unidentified Forces",34.9
"Women",0
