"TSectors","Intensity"
"Business",20.4
"Criminals",21.4
"Defense",0
"Dissident",62.3
"Education",8
"Elite",8.6
"Executive",40.4
"Executive Office",4.2
"General Population",110.8
"Government",115.5
"Human Rights IGOs",0
"Human Rights NGOs",31.4
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",8
"Local",0
"Media",11.4
"Medical",21.4
"Military",169.9
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",49.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",45.4
"Separatists",6.4
"Shia",0
"Social",142
"Unidentified Forces",37.4
