"TSectors","Intensity"
"Agricultural",0
"Banned Parties",33.4
"Business",0
"Criminals",70.7
"Defense",0
"Dissident",51.2
"Education",0
"Elite",0
"Executive",115.9
"General Population",1542.1
"Government",632.7
"Intelligence Ministry",0
"Interior",0
"International Religious",9.6
"Judicial",55.4
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",77.4
"Legislative",4.4
"Local",28.4
"Media",15.4
"Medical",0
"Military",363.8
"Muslim",77.4
"National Religious",0
"Nongovernmental Organizations",0
"Parties",11.4
"Police",373.4
"Protestors",0
"Provincial",0
"Radicals",12.4
"Rebel",129.4
"Social",2320.4
"Sunni",24.5
"Unidentified Forces",188
