"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",0
"Defense",0
"Dissident",51
"Education",0
"Far Left",105
"Far Right",0
"General Population",137.5
"Government",40.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",77.6
"Municipal",36
"National Ethnic Minority",20
"National Religious",0
"Nongovernmental Organizations",0
"Parties",9.2
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",65.2
"South American Indigenous",0
"Unidentified Forces",0
