"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",14
"Defense",0
"Dissident",0
"Education",9
"Far Left",220
"Far Right",0
"General Population",140.4
"Government",19
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",5.6
"Insurgents",5
"International Ethnic",0
"Labor",9
"Legislative",0
"Local",0
"Marines",0
"Media",6
"Medical",0
"Military",44.4
"Municipal",9
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",17
"Parties",8
"Police",32.5
"Protestors",19
"Provincial",0
"Rebel",144
"Social",0
"South American Indigenous",0
"Unidentified Forces",2
