"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",19
"Business",6
"Criminals",0
"Defense",0
"Dissident",97
"Education",0
"Far Left",0
"Far Right",0
"General Population",385.5
"Government",34.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",3.5
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",10
"Medical",0
"Military",39
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",9
"Police",0
"Protestors",0
"Provincial",0
"Rebel",23
"Social",9
"South American Indigenous",0
"Unidentified Forces",38.2
