"TSectors","Intensity"
"Business",1
"Center Left",0
"Criminals",5
"Dissident",0
"Exiles",0
"General Population",53.4
"Government",10.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",10
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",8.6
"Police",0
"Protestors",10
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",0
"Social",44
"Unidentified Forces",22
"Upper House",0
