"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0.4
"Business",0
"Communist",0
"Criminals",31
"Dissident",11
"Education",6
"Environment Ministry",0
"General Population",83.4
"Government",17.6
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",11
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",19
"Protestors",6
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",2
"Regional Diplomatic IGOs",0
"Social",51.8
"Transportation Business",0
"Unidentified Forces",0
"Women",0
