"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",78.2
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",72.3
"Heavy Industrial",0
"Human Rights IGOs",2
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",0
"Labor Ministry",0
"Media",0
"Medical",6
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial Party",2.4
"Radicals",0
"Rebel",0
"Refugees",0
"Social",1109.7
"Unidentified Forces",7
