"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",9.5
"Dissident",21.5
"Education",0
"Elite",0
"Ethnic NGOs",0
"General Population",293.5
"Government",35.1
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",9.5
"Medical",16
"Military",6.5
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",29.9
"Protestors",0
"Radicals",0
"Rebel",0
"Social",25.5
"South American Indigenous",0
"Unidentified Forces",0
