"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",1.5
"Criminals",27.5
"Dissident",0
"Education",12.5
"Elite",9.5
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",51.1
"Government",0
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",9.1
"Local",0
"Media",12.5
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",12.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",0
"Unidentified Forces",61.5
