"TSectors","Intensity"
"(National) Minor Party",31
"Agricultural",0
"Business",0
"Center Right",0
"Communist",46
"Criminals",0
"Dissident",23
"Education",0
"Elite",14.3
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",82
"Government",171.5
"Human Rights IGOs",0
"Ideological",14.8
"Insurgents",46.6
"Judicial",14
"Labor",19
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",48
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",67.6
"Protestors",0
"Provincial",0
"Rebel",24
"Social",30.6
"Transportation Business",0
"Unidentified Forces",0
