"TSectors","Intensity"
"(National) Major Party",0
"Army",12.6
"Business",0
"Criminals",0
"Dissident",202
"Education",0
"Executive",15
"Fundamentalist",131.3
"General Population",0
"Government",386.9
"Ideological",0
"Insurgents",44.1
"Intelligence Ministry",0
"International Religious",0
"Judicial",16
"Labor",25
"Legal",0
"Legislative",8.6
"Local",0
"Media",0
"Medical",0
"Military",172.6
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",12.2
"Police",111
"Protestors",0
"Provincial",18
"Radicals",0
"Rebel",0
"Social",827.4
"Sunni",170.5
"Unidentified Forces",137.4
