"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",24
"Dissident",112
"Education",28
"General Population",0
"Government",272.7
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",10
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",7
"Labor",18.6
"Local",0
"Media",5
"Military",86.5
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",14.5
"Print News",0
"Protestors",82
"Provincial",0
"Rebel",68
"Refugees",92
"Social",434.4
"Unidentified Forces",60
"Women",26
