"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",0
"Criminals",0
"Dissident",61.2
"Education",7
"Executive",4
"Fundamentalist",0
"General Population",45.6
"Government",61.7
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",0
"Judicial",0
"Labor",21.2
"Legal",0
"Legislative",0
"Local",0
"Media",1.6
"Medical",0
"Military",41
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",9
"Parties",0.6
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",76.4
"Sunni",18.6
"Unidentified Forces",14
