"TSectors","Intensity"
"Army",55.1
"Business",36.6
"Center Left",45.1
"Christian",30.3
"Criminals",270.5
"Dissident",144
"Education",564.2
"Elections Ministry",19.2
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",5665.40000000001
"Government",195.7
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Labor",0
"Lower House",0
"Medical",85.2
"Military",0
"Military Intelligence",60.1
"Muslim",378.3
"National Religious",34.6
"Parties",125.1
"Police",370.1
"Protestors",0
"Radicals",49.1
"Rebel",94.2
"Separatists",0
"Social",8.8
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",73.2
