"TSectors","Intensity"
"Army",0
"Business",31.6
"Center Left",0
"Christian",0
"Criminals",217.3
"Dissident",11
"Education",23.2
"Elections Ministry",0
"Entertainment",0
"Far Right",2.6
"Food Ministry",0
"General Population",706.2
"Government",43.8
"Government Major Party (In Government)",0
"Human Rights NGOs",2
"Insurgents",0
"International Religious",9.7
"Labor",16
"Lower House",0
"Medical",0
"Military",153
"Military Intelligence",4
"Muslim",0
"National Religious",0
"Parties",32.9
"Police",3.8
"Protestors",0
"Radicals",0
"Rebel",53
"Separatists",0
"Social",17
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",43.6
