"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",69
"Buddhist",0
"Business",71.2
"Criminals",61
"Dissident",238.4
"Education",79
"Elite",80
"Exiles",0
"General Population",391.4
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",71
"Human Rights NGOs",0
"Insurgents",0
"International Religious",68
"Judicial",83
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",54
"Municipal",76
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",68
"Nongovernmental Organizations",59
"Opposition Major Party (Out Of Government)",0
"Parties",129.4
"Police",65.6
"Protestors",0
"Radicals",0
"Rebel",88
"Social",633.4
"Unidentified Forces",106
