"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",26.7
"Dissident",60.7
"Education",0
"General Population",173.2
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",56.7
"Media",53.7
"Military",48.1
"National Ethnic",0
"National Ethnic Minority",44.7
"Nongovernmental Organization (International)",56.7
"Nongovernmental Organizations",0
"Police",0
"Print News",0
"Protestors",0
"Provincial",44.9
"Rebel",0
"Refugees",0
"Social",75.7
"Unidentified Forces",0
"Women",0
