"TSectors","Intensity"
"Agricultural",8
"Business",0
"Catholic",0
"Criminals",14
"Dissident",38
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",132.2
"Government",214.4
"Human Rights NGOs",0
"International Religious",14
"Justice",0
"Labor",14
"Legal",11
"Legislative",20
"Local",0
"Media",18
"Medical",0
"Military",11
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",18
"Police",16.6
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",163.2
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
