"TSectors","Intensity"
"Business",9
"Cabinet",0
"Criminals",10
"Dissident",30
"Education",2
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",395.1
"Government",60.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",129
"Judicial",0
"Labor",9
"Legal",0
"Legislative",0
"Media",15.5
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",1
"Police",0
"Protestors",0
"Rebel",2
"Refugees",0
"Social",0
"Unidentified Forces",114.1
