"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",16
"Business",47.6
"Criminals",216
"Dissident",391.4
"Education",77.4
"General Population",2397.7
"Government",748.3
"Government Major Party (In Government)",4.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Religious",6
"Kashmiri",0
"Labor",10.1
"Legislative",39
"Media",0
"Medical",35
"Military",54.8
"Muslim",1
"National Religious",0
"Nongovernmental Organization (International)",63.9
"Nongovernmental Organizations",51.6
"Opposition Major Party (Out Of Government)",77.3
"Parties",11.9
"Police",0
"Protestors",11.9
"Radicals",0
"Rebel",33
"Separatists",26.8
"Sikh",0
"Social",2622.3
"Unidentified Forces",41
