"TSectors","Intensity"
"Agricultural",0
"Army",20
"Banned Parties",10
"Center Left",4.6
"Criminals",32
"Dissident",84
"Education",15
"Exiles",5
"Far Left",5
"Fundamentalist",0
"General Population",53.2
"Government",42.5
"Human Rights IGOs",0
"Human Rights NGOs",9
"Information",0
"International Ethnic",10
"Kurd (Ethnic Group)",9
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",4.6
"Military",14
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",22.5
"Protestors",28
"Radicals",0
"Radio News",0
"Rebel",15
"Social",261.8
"State-Owned Science",0
"Sunni",57.6
"Unidentified Forces",0
