"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",43.4
"Criminals",75.4
"Dissident",76.4
"Education",0
"Exiles",0
"Finance",74.6
"General Population",77.2
"Government",0
"Human Rights IGOs",46
"Human Rights NGOs",0
"Ideological",32.2
"International Ethnic",0
"International Religious",44.4
"Local",36.4
"Media",40.4
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",40.4
"Nongovernmental Organization (International)",33.4
"Nongovernmental Organizations",0
"Police",43.4
"Protestors",0
"Provincial",46.4
"Radicals",0
"Rebel",0
"Separatists",44.4
"Social",220.3
"State Media",0
"Unidentified Forces",0
"Uyghur",0
