"TSectors","Intensity"
"Agricultural",0
"Army",177.2
"Banned Parties",172.2
"Center Left",0
"Criminals",197.2
"Dissident",233.4
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",0
"Government",51.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",171.2
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",154.8
"Military",181.6
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",187.2
"Police",178.4
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",0
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",172.2
