"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",37.4
"Dissident",35
"Education",0
"Elite",0
"Ethnic NGOs",0
"General Population",132.7
"Government",69.7
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",4
"Media",0
"Medical",0
"Military",12
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Social",109.5
"South American Indigenous",0
"Unidentified Forces",11
