"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",33.2
"Criminals",0
"Dissident",115.8
"Education",40.8
"Exiles",0
"Finance",0
"General Population",555.8
"Government",81.1
"Human Rights IGOs",35.8
"Human Rights NGOs",0
"Ideological",32.8
"International Ethnic",0
"International Religious",31.8
"Local",0
"Media",41.8
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",82.3
"Protestors",36.8
"Provincial",0
"Radicals",0
"Rebel",25.8
"Separatists",0
"Social",9
"State Media",0
"Unidentified Forces",0
"Uyghur",0
