"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",3.6
"Catholic",0
"Communist",0
"Criminals",20.5
"Dissident",16.1
"Education",0
"Elite",0.7
"Ethnic NGOs",0
"General Population",58.5
"Government",3.5
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",15.5
"Radicals",0
"Rebel",0
"Social",108.8
"South American Indigenous",0
"Unidentified Forces",27
