"TSectors","Intensity"
"Business",7
"Center Left",0
"Criminals",0
"Dissident",18
"Exiles",0
"General Population",0
"Government",11.5
"Human Rights IGOs",0
"Human Rights NGOs",5
"Information",0
"Insurgents",0
"Judicial",0
"Labor",4
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",1
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",2.2
"Police",0
"Protestors",0
"Provincial",4
"Provincial Party",0
"Radio News",0
"Rebel",4
"Social",101.4
"Unidentified Forces",0
"Upper House",0
