"TSectors","Intensity"
"Agricultural",5
"Business",32
"Catholic",0
"Criminals",189.6
"Dissident",28
"Education",0
"Entertainment",0
"Environment Ministry",24.5
"General Population",0
"Government",184.2
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",28
"Legal",0
"Legislative",0
"Local",8.9
"Media",11
"Medical",0
"Military",24
"Municipal",0
"Muslim",0
"National Religious",9
"Nilotic",0
"Nongovernmental Organization (International)",5
"Nongovernmental Organizations",9
"Police",114
"Protestors",18
"Provincial",0
"Rebel",0
"Refugees",0
"Social",626.3
"Television Entertainment",0
"Unidentified Forces",19
"Upper House",0
