"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",0
"Center Right",29.6
"Centrist",29.6
"Criminals",29.6
"Dissident",58.6
"Education",0
"Executive",6.4
"General Population",207
"Government",22.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",24.2
"Media",13.6
"Medical",0
"Military",85.8
"Muslim",21.2
"National Religious",27.6
"News",0
"Nongovernmental Organization (International)",23.6
"Nongovernmental Organizations",27.6
"Parties",20.8
"Police",161.1
"Protestors",33.2
"Provincial",24.6
"Radicals",37.6
"Rebel",0
"Social",96.4
"Unidentified Forces",189.2
