"TSectors","Intensity"
"(National) Minor Party",0
"Army",5.3
"Catholic",0
"Criminals",0
"Dissident",131.1
"Education",0
"Executive Office",0
"General Population",292
"Government",694
"Government Major Party (In Government)",8.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Kurd (Ethnic Group)",58.9
"Labor",4.9
"Legal",0
"Local",0
"Media",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",31.9
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",5.3
"Separatists",22.9
"Social",34.9
"Unidentified Forces",4.9
