"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",42
"Elections Ministry",0
"Exiles",0
"General Population",55.4
"Government",16
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",6
"Insurgents",0
"Intelligence Ministry",0
"Interior",1
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",29
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",1
"Protestors",94
"Radicals",0
"Rebel",21
"Refugees",0
"Separatists",0
"Social",11
"State Media",0
