"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",0
"Criminals",138.2
"Dissident",127
"Education",122.8
"Elections Ministry",118.2
"Exiles",0
"General Population",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",0
"Legal",129.7
"Marines",0
"Media",0
"Military",0
"Municipal",121.2
"National Religious",134.2
"Nongovernmental Organization (International)",121.2
"Nongovernmental Organizations",0
"Police",143.2
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",130.3
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",0
