"TSectors","Intensity"
"(National) Major Party",0
"Army",27.6
"Business",0
"Criminals",0
"Dissident",221
"Education",27.6
"Executive",0
"Fundamentalist",0
"General Population",1204.6
"Government",802.3
"Ideological",177.9
"Insurgents",477.2
"Intelligence Ministry",0
"International Religious",0
"Judicial",43.6
"Labor",90.6
"Legal",0
"Legislative",0
"Local",0
"Media",2.6
"Medical",0
"Military",417.8
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",1.5
"Police",0
"Protestors",27.6
"Provincial",0
"Radicals",0
"Rebel",15.6
"Social",75
"Sunni",321.6
"Unidentified Forces",283.4
