"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",94.1
"Business",200
"Criminals",227.7
"Dissident",360.1
"Education",126
"General Population",2817.4
"Government",182.9
"Government Major Party (In Government)",0
"Human Rights IGOs",128.4
"Human Rights NGOs",131.2
"Ideological",111.3
"Insurgents",0
"International Religious",78.3
"Kashmiri",0
"Labor",89.3
"Legislative",26.5
"Media",85.1
"Medical",135.8
"Military",351.5
"Muslim",79.3
"National Religious",104.3
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",65.3
"Police",833.6
"Protestors",189.3
"Radicals",84.3
"Rebel",203.3
"Separatists",146.6
"Sikh",76.3
"Social",279.6
"Unidentified Forces",205.9
