"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",14.4
"Dissident",178.6
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",109.8
"Government",83.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",5.4
"Military",102.4
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",1.4
"Police",41.9
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",131.9
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",0
